index,category,image_url,product_url,title,writer,genre,is_exclusive,discount,sale_price,original_price,copies_sold,rating,review_count
100,default,https://doujin-assets.dmm.co.jp/digital/cg/d_338593/d_338593pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_338593/,団地のスケベな女たちは管理人のち◯ぽを拒めない！,Tiramisu,CG,False,70%OFF,297,990,2429,,4
101,default,https://doujin-assets.dmm.co.jp/digital/cg/d_192971/d_192971pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_192971/,ハーレム・リゾート〜南国で巨乳美女達がご奉仕いたします〜,狼少女団,CG,False,90%OFF,132,1320,13245,,11
102,default,https://doujin-assets.dmm.co.jp/digital/cg/d_467879/d_467879pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_467879/,アイドル級に可愛い世間知らずの箱入り娘と周囲に内緒でいちゃらぶ関係になり毎日毎晩ヤリまくる話,なのはなジャム,CG,False,80%OFF,154,770,9015,,2
103,default,https://doujin-assets.dmm.co.jp/digital/cg/d_602748/d_602748pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_602748/,汁っけの多い柘榴10作品大満足パック vol06,汁っけの多い柘榴,CG,True,90%OFF,550,5500,1796,,
104,default,https://doujin-assets.dmm.co.jp/digital/cg/d_495881/d_495881pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_495881/,願いが叶う保健室2,六畳,CG,False,50%OFF,165,330,3768,,1
105,default,https://doujin-assets.dmm.co.jp/digital/cg/d_467874/d_467874pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_467874/,無能なくせに生意気な新卒巨乳OLを 絶対服従させて好き放題に犯しまくる話,なのはなジャム,CG,False,80%OFF,154,770,8513,,3
106,default,https://doujin-assets.dmm.co.jp/digital/cg/d_235389/d_235389pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_235389/,同じ班だった女子と隠れてハメまくり文化祭,川洲出版,CG,False,,,770,9317,,4
107,default,https://doujin-assets.dmm.co.jp/digital/cg/d_629263/d_629263pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_629263/,モーションアニメセレクションパック めんぼーれんぽー,どろっぷす！,動画,False,50%OFF,2420,4840,243,,1
108,default,https://doujin-assets.dmm.co.jp/digital/cg/d_457541/d_457541pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_457541/,小夜ちゃんの未練解消日記 〜ドスケベ幽霊女子には生ハメチ〇ポが効く！〜,あたたけ工房,動画,False,,,1980,3390,,8
109,default,https://doujin-assets.dmm.co.jp/digital/cg/d_703573/d_703573pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_703573/,【ボイコミ】メンズエステでお姉さんと美少女に癒されたい,FANZA同人ボイコミ,ボイコミ,True,30%OFF,616,880,108,,1
110,default,https://doujin-assets.dmm.co.jp/digital/cg/d_697529/d_697529pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_697529/,戦姫捕獲日記,びんかんでなにがわるい,CG,False,20%OFF,792,990,425,,
111,default,https://doujin-assets.dmm.co.jp/digital/cg/d_498582/d_498582pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_498582/,アニメボーイの大総集編,Animeboy,動画,False,,,5390,82,,
112,default,https://doujin-assets.dmm.co.jp/digital/cg/d_684310/d_684310pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_684310/,S級巨乳美女メス堕ち総集編〜美女達が快楽に堕ちる6作品総集編〜,にゃりす,CG,False,50%OFF,1100,2200,416,,
113,default,https://doujin-assets.dmm.co.jp/digital/cg/d_602472/d_602472pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_602472/,ようこそ！まんまん村へ！〜夏の期間は気に入った女の子に中出しできる村〜,オトナテイコク,CG,True,50%OFF,715,1430,8564,,9
114,default,https://doujin-assets.dmm.co.jp/digital/cg/d_577929/d_577929pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_577929/,親友のギャルママが天使すぎる,なのはなジャム,CG,False,50%OFF,385,770,11208,,13
115,default,https://doujin-assets.dmm.co.jp/digital/cg/d_579693/d_579693pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_579693/,俺にやたら懐いてくる巨乳の幼馴染がどんくさいバカ女だと思ってたらセックスの天才だった,なのはなジャム,CG,True,50%OFF,385,770,2432,,1
116,default,https://doujin-assets.dmm.co.jp/digital/cg/d_629948/d_629948pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_629948/,えっちに興味津々な清楚お嬢様にアヘ顔オホ声たっぷりで搾り取られるっ,アイル屋,CG,False,,,440,5509,,2
117,default,https://doujin-assets.dmm.co.jp/digital/cg/d_703542/d_703542pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_703542/,【ボイコミ】ヤリサー合宿に男は僕一人,FANZA同人ボイコミ,ボイコミ,True,30%OFF,539,770,115,,1
118,default,https://doujin-assets.dmm.co.jp/digital/cg/d_416453/d_416453pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_416453/,re:START,ドールハウス,動画,False,,,1870,6646,,17
119,default,https://doujin-assets.dmm.co.jp/digital/cg/d_242481/d_242481pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_242481/,ウド「サチエも何回もレ●プすると気持ちよくなるんだ。」,STUDIOふあん,CG,False,50%OFF,605,1210,67987,,119
120,default,https://doujin-assets.dmm.co.jp/digital/cg/d_608425/d_608425pl.jpg,https://www.dmm.co.jp/dc/doujin/-/detail/=/cid=d_608425/,無知な彼女の〇〇年後〜Hな総集編〜【読切漫画10p付き】,球体Xの部屋,CG,True,50%OFF,605,1210,6330,,4
